review,sentiment
Terima kasih bapak ganjarpranowo .. Ak tau citra and tahta mu tinggi.. And jiwa mu tangguh ntk Indonesia.. Dari ini kami belajar ntk Indonesia TDK di sekutu oleh negara laend.. Karena Indonesia dri zaman Soekarno udh TDK ingin bersahabat dgn Israel .. Dalam konsitusi kemerdekaan,positive
Lebih enak memprediksi keluarnya angka SDY,positive
Akun bot jgn di tag... Kaga pernah bales komenan rakyat soalnya... Maunya di denger doank,negative
Kronologi RI Batal Tuan Rumah U-20,positive
Banteng kelenger....emaknya sudah setengah pikun lagi mabuk...,negative
Pak mungkin olahraga bukan ajang politik,negative
tolak ganjar,negative
Wih mantap bgt nih ada kuota mudik gratis lagi asik,positive
Luar biasa bgt pak ini adalah angka yg sangat fantastis,positive
Beliau selalu membantu untuk menekan angka kemiskinan,positive
Banyak kadrun yang mengaku banteng disini  Proyek kadrun dan jihadis sukses dengan menggoreng goreng isu U20,negative
Kebohongan PSSI melalui Arya Sinulingga penyebab kegagalan piala dunia adalah Koster,negative
Kalo udah menandatangani ya harus komit lah,negative
Semoga tidak ngobrol soal pilem jepang hot ya,negative
Jangan menyudutkan PSSI Pak Ganjar,negative
"Masih, karena sudut pandangmu dibatasi waktu dgn kata ""menghancurkan mimpi"" , cerna ucapan saya, klo ga nyampe tinggal tidur biar ga stres",negative
Menunggu...,positive
Khawatir kemarahan Presiden makanya pangil..  Pasti bisik2 nih ee..mencoba menjelaskan dan membenarkan tindakan penolakan U20..hihihi,negative
Ngarep mereka ribut nih ye...,negative
Kalau Rocky Gerung yg jadi gimana? Katanya hari pertama jadi presiden Mau bubarin DPR,negative
Allah SWT,positive
ayo tidur Ngantuk  Pamit mas Bud Matur nuwun,positive
Ganjar didampingi pengasuh ponpes KH mun Abdullah Mengunjungi Ponpes Roudhlotul Mubtadiin dan menyapa puluhan santri peserta kompetisi,positive
Ahmad Afifudin merasa senang menerima uang insentif dari Gubernur Jateng Ganjar Pranowo. Sebab guru ngaji asal  RT 5 RW 02,positive
Erick Tohir jujurlah jangan politik mulu ,negative
Gubernur Jawa Tengah Ganjar Pranowo bersama Forkopinda Jateng berupaya menyiapkan pelayanan maksimal bagi masyarakat yang mudik pada periode libur Lebaran 2023.,positive
Bacooot,negative
Harusnya jangan nuduh dulu kalau sudah baca tempo kan jadi tau kejadian sebenarnya.,positive
YG SUKA GEBUKIN MEJA PRABOWO YG HOBBY NONTON VIDEO PORNO GANJAR PRANOWO YG GAGAL NGURUS NEGARA JOKO WIDODO,negative
bukan cium tangan namanya,positive
Lagi cari korannya dlu,positive
Pasti datangnya ke bali dan ke semarang duluan,positive
Harusnya jangan nuduh dulu kalau sudah baca tempo kan jadi tau kejadian sebenarnya,positive
Yaa itulah Kadang khilaf Dan ambisi Maafkan yo Mas Bud Pikiran tidak sejalan dengan hati,positive
Ganjar sudah tamat. Gak ada nyali membela anak bangsa sendiri. Padahal Ganjar gubernur Jateng bukan gubernur Palestina.,negative
Ya Ampun  Emang musim ngomel mas Bud,positive
Coba Ganjar Anis,positive
Foto dikasih caption begini,negative
Megawati harus mati. Megawati KORUPTOR PALING sadis setelah SBY,negative
Santai bro...militan Jokowi bkn kaum dungu yg mudah diprovokasi tanpa mikir spanjang sign Jokowi msh GP,negative
Asli deh kalau gue gak baca di Tempo bisa2 gak tau kenapa dan ada apa aja yang udh terjadi,positive
mumpung jadi roll mode pemimpin angkat trus pak biar elektabilitasnya naik lagi,positive
Enggak gitu. Partai gak yakin Presiden menjalankan perintah Partai,negative
Buka pak ,positive
Gak respek,negative
"Ganjar Pranowo menolak menghapus tenaga honorer yang akan dilakukan oleh pemerintah pusat pada tanggal 28 November 2023.  Ia Sendiri bahkan menyebut bisa terjadi ""kiamat"" kalau tenaga honorer resmi dihapus oleh pemerintah pusat pada instansi di Jawa Tengah.",positive
Dan anda sendri menempat kan diri anda di jurang...... Kami akan balas di 2024 pak,negative
Kalau anda minta di hargai jagalah mulut anda apa lagi sama orng yg tidak pernah berbuat salah kepada anda. Ucapan seseorang mencerminkan jati diri orang tersebut,negative
Seandainya Pak Wali juga blunder macam Pak Gub,negative
Bukti bhw GP bkn hny pncitraan saat jelang pilpres spt yg dilakukan toko sblh,negative
pantasan nama ganjar pranowo selalu berada di urutan pertama cukong bayar 1 lembaga survei 100 miliyar agar mau menempat kan nama ganjar pranowo di urutan pertama,negative
Petugas Partai tidak boleh mbalelo,negative
Betul sekali,positive
Dia aja yg oon.... Emang setiap komando harus ditaati? Pikir dululah sebelum bertindak.. bener kata Bambang pacul,negative
Kayaknya nyari Ahmad Dhani tuh..,negative
"Siap"" bakalan dibully abis""an si Koster partai PDI_Perjuangan , terus si Ganjar kalo kagak konsisten dan terus munafik mau nerima kontingen Israel di world beach games ini. Inget, demi nama Soekarno loh.",negative
Siapa yg jokowi dukung,positive
CORA CORONA + RABIES  OTAKMU PENUH VIRUS ANJING GILA,negative
jadi RI 1 apakah ada jamainan untuk tidak terjadi kerusuhan?Komitmen nya aja kurang,negative
JANGAN SAMPAI GANJAR PRANOWO JADI PRESIDEN TAMBAH HANCUR NEGARA INDONESIA RAKYAT KECIL AKAN TAMBAH SENGSARA KALO GANJAR PRANOWO JADI PREDIDEN SDA INDONESIA ABIS DIKUSAI CHJNA,negative
Buzzer bayaran dari hongkong,negative
orang FIFA membatalkan World Cup U20 ini karena insiden Oktober 2022 bukan atas dari penolakan,negative
terus berkarya didunia maya dan slalu tebar pesona,negative
Ayo jangan di tutupi.Ayo terbuka jangan di tutupi.Kebohongan melalui Arya Sinulingga menuding penyebab kegagalan piala dunia adalah Koster. Seperti yg di beritakan tempo. ,positive
Kenapa mas Bud gk ikut,positive
sudah jelas membatalkan World Cup U20 ini karena tragedi Kanjuruhan bang,positive
 kabar Songko mas Budiman Sujatmiko ,positive
Intinya sekarang telah tiba waktunya meninggalkan Partai Otoriter moncong putih.,negative
Nih dengerin apa pendapat Israel tentang gagal nya u20. Jamgan bikin asumsi sendiri mereka lebih tahu dari pada kita yg suka bermain dalil.,positive
Trus kerahin tuh anak ponpess ajak istigosaahh.  Dari tahun kmren cuma itu2 Aja cara kerja RELAWAN GP.,negative
Terimakasih pak Ganjar atas kuota mudik yang sangat bermanfaat buat masyarakat,positive
Sebelum pildun,positive
Ganjar harus berani membela anak bangsa sendiri,positive
Angka yang sangat tinggi sungguh hebat pak Ganjar Pranowo ini,positive
Fokus pak Ganjar menekankan kemiskinan sangat luar biasa,positive
udah jelas kak FIFA membatalkan World Cup ini karena tragedi Kanjuruhan kemarin,positive
Asem lo ahh.. salah satunya yg akibatkan U20 batal jd tuan rumah wkwkwkw,negative
lah orang FIFA membatalkan World Cup U20 ini karena insiden Oktober 2022 bukan atas dari penolakan,positive
sudah jelas kan FIFA membatalkan World Cup U20 ini karena tragedi Kanjuruhan bukan karena penolakan Pak Ganjar bang,positive
Kalo pak jokowi  bikin Partai baru sendiri sebagai Ketua umum... Ketua nya pak ganjar pranowo wakilnya pak erickthohir pasti yg Sana kosong melompong...,negative
pak ganjar pranowo bangun pak.... tolong mas bangunan,positive
menolak 1.mengikuti komitmen Bung Karno 2.sesuai pembukaan UUD45 3.mungkin instruksi emak banteng utk Loyal terhadap suara partai.  Alasan I Wayan koster menolak Israel main di Bali Trauma akan BOM Bali outo PUCET lah  FIFA denger kata BOM..serem !,negative
"Dulu kami loyalis Jokowi ; ""berat jadi presiden seperti pak Jokowi, ngga bakal sanggup, biar pak Jokowi aja yg memikul semuanya"". Baru dualisme kepentingan, kepentingan partai, pemerintah. Belum soal kepentingan rakyat vs partai + koalisi + internasional. Siapkan mental mu pak.",positive
Berita aneh,negative
Menunggu jawaban bijaksana dari bapak yg katanya kmaren dibaca tp klo gak dibalas sakit itu,positive
sebentar lagi di Bali,positive
Pak jgn dulu merambah dunia olahraga,negative
Pemerintah,negative
wayan koster duduk tenang ya. Tangannya dilipat di atas meja,positive
Gas ngga nih? Mumpung Israel ngga ikut. Ya ngga?,negative
kata saya bukan salah ganjar,negative
sebentar lagi ada world beach games 2023 di Bali  yg diikuti Israel,negative
Seakan-akan Pak ganjar pranowo orang yang paling salah,positive
#WorldBeachGames apa kabarnya? pak ganjar pranowo,negative
Kan mimpinya jadi PNS wkwkwk,negative
Itu dia kurangnya,negative
Skenarionya emang dibikin begini,negative
Perasaan menyesal dan bersalah ga pernah muncul di benak mahluk ini,negative
Terkadang di bikin bingung,negative
Pak knp ya bnyk bgt kasus korup yg gk tuntas atau gk terendus atau sengaja pura-pura gk keliatan pihak yg seharunya menangkap? Hm,negative
Gubernur Jawa Tengah Ganjar Pranowo sedang jadi sasaran tembak hujatan publik,negative
Jijik liat kamu.... Kebanyakan gaya... Semoga ga yerpilih jd presiden lu,negative
ayolah pak yang jujur aja ......,positive
pada dasarnya bro kita sebagai Indonesia harus menolak negara penjajah,positive
Maaf om Ganjar,positive
Jadi pemimpin masa depan harus bijak2 pak,positive
terlalu berlebihan sob,negative
Berita HOAX.,negative
dibatalkan karena kurangnya keamanan mas,positive
ayo dong lebih baik dirundingkan secara baik baik,positive
Kecewa jangan berpanjangan,positive
Mau cosplay jd pak ganjar pranowo buat lebaran besok,negative
Memang hasil kerja nyata yaitu mengubur masa depan anak anak muda.,negative
padahal insiden kemarin udah menjadi contoh besar kenapa fifa membatalkan world cup disini,negative
Ayo jujurlah semuanya janganlah kalian menutupi ini semua kami capek kami butuh kejelasan kami buksn rakyat bodoh ksmi tau ini semua hanya rekayasa ayo jujurlah,positive
Apkah jiwa nasionalisme itu termasuk mengorbankan masa depan anak anak muda di negri Ini?,negative
Wkwkw mari liat ke depan nya saja siapa yg benar siapa yg salah karena sebagai rakyat yg baik kita ditengah tengah ssja,positive
penolakan gubernur ga mungkin didenger FIFA broo,negative
Gibran Yes Ganjar No,negative
Buntut Penolakan Israel dan Pembatalan U-20 Indonesia,negative
Makin ngaco ajah tuh org... Sdh tau org yg pernah bermasalah..  Kasian ganjar bisa jd nanti nyapres bermasalah... Cb kau pikir CNUL..  OTAK MU TERNYATA PENDEK DATA NALURI NYA... NUL,negative
Sudahlah tidak usah dipilih nih orang,negative
punya sikap Keberanian yg dibutuhkan seorang pemimpin,positive
Hahaha.... Benarkah dia yg membenamkan mimpi anak-anak muda di PilDun U-20..? Indonesia bukan sekadar bola dan bola. Tetapi ada yg tidak kalah penting untuk dipertaruhkan…,negative
Betul Perlu dipertanyakan validasi dari investigasi Tempo,positive
Bagian dari taktik,negative
Haha mana berani dia cocot doang,negative
Jgn terlalu Pede Mbak. Ganjar telah memutus mimpi Jokowi. Dan ada pertemuan 5 partai dihadiri Jokowi. Mana Ganjar sp skrg tdk ada niat menemui pemain U20. Pdhl disitu kuncinya.,negative
Oh jadi Tempo jadi dasar rujukan anda dalam membela GP? Ini namanya pola pikir minimalis,positive
Ikut,positive
Setelah sy baca Tempo jadi yakin klo ini benar dan seharusnya jujur saja lah jgn smpe malah menggiring Masyarakat menjatuhkan pak ganjar dan partai yg memberi statement.,positive
Semoga perangnya cepat biar tauh busuknya,negative
Kecewa pak,negative
Bot banyak banget di reply ya,negative
Kita harus PINTAR memilih pemimpin yg tdk mambuk kencing unta..,negative
Ester Nurumi Tri Wardoyo (Indonesia) vs Ksenia Polikarpova (Israel) di ORLEANS MASTERS 2023  Jika ganjar pranowo Presiden RI,negative
Warta ekonomi media Kadrun yang seher Kadrun yang terika Kadrun. Jadi Kadrun mau  nngejatuhin pak Ganjar Pranowo ya.,negative
Mau dibela sama siapa dan apapun alasannya udh ga penting nasi udh jd dubur Yudas Tetaplah Yudas si pengkhianat,negative
Waduh aku baru dapat info dari Orang yang tahu sebelum yang tahu bahwa. mas ganjar pranowo diprediksi kuat akan jadi penganti pak Jokowi  .. Tenang ini baru prediksi loh.. Yang sifat belum tentu bener... Juga loh,positive
Pertanyaan nya kenapa mesti menolak kedatangan tim nas israel?,positive
Ga bakal berani sampe kapanpun jg akan nurut sm kanjeng megachan,negative
tolak tim bola Israel,negative
Halah mental tempe cengcengpo.,negative
Sudah tahu ada peribahasa nila setitik rusak susu sebelanga masih nekat coba,negative
Betul. Susah dipercaya. Berbahaya,positive
Penting 2024 aku tidak milih bpk klo nyalon presiden,negative
Mungkin besok langsung diangkat jadi Dewas Hamas cabang Wakanda,negative
Penonton gelar tiker.,positive
Rambut puti ttp hatinya hitam. Hoby nonton bokep ngak punya prestasi. Badut politik aslinya munafik. Itu Ganjar Pranowo,negative
menunjukkan kelasnya lebih terhormat dari pada ganjar pranowo : Tahu menempatkan diri sebagai pejabat publik atau petugas parta.,positive
Saya yakin bung ini awal nya menjelaskan tentang ucapan ganjar pranowo supaya menggiring pembacanya bahwa ganjar tidak bersalah,positive
ganjar pranowo Kurang ini,negative
Mungkin ini namanya karma,negative
Yah GP bkn pelaku utama. Hanya sekedar coba narik simpati partai sekaligus para kadrun yg nolak Israel. Daya tarik GP selama ini,positive
Dari partai yg sama tapi punya prinsip yg berbeda,negative
pdip baik baik saja kok,positive
Lu goblok !!  Kedaulat kepala busuk mu!!,negative
biarin aja mas. dia gamau dapet tsunami fakta awowkk,positive
Santai aja bro,positive
"Bruh,baru keluar dari goa kah? Emang situ GK ngeliat peristiwa bulan Oktober tahun lalu apa? Gara"" itu pildun U-20 batal diadakan",negative
Klu trnyta anda itu ga mmpu,negative
Niat hati naikin elektabilitas malah kepeleset,negative
Sip sipaling mengubur padahal kan ada google bisa baca langsung ke website resmi FIFA baca,negative
Sprti nya itu jujur,positive
Inget Banteng pak,negative
Gue curiga jngan2 duitnya untuk membangun stadion dikorupsi buat kampanye. Katanya desas desus batal karena hny 2 stadion yg memenuhi syarat JD mrk main sandiwara deh,negative
"Ebuset yakali pildun gagal gara"" cuma satu orang yang notabene hanya seorang gubernur,hebat bgt berarti, perbanyak lagi baca"" nya dik",positive
hanya tumbal ke sontoloyoan jokowi. Gak punya biaya dan kapasitas stadion belum memadai di tambah keamanan yang arogan,positive
80% org Kristen pilih ahok Umat islam biasa aja,negative
Ade Armando: PDIP MENOLAK TIM ISRAEL KARENA WANGSIT BUNG KARNO?,negative
Buktikan Jika KONSISTEN...  JANGAN JADIKAN NEGARA INI MUNAFIK DAN INKONSISTEN...,negative
Pak Ganjar Alhamdulillah jln Jepara sekarang sdh di perbaiki ( jln gotri ),positive
Apakah nggak terbersit keinginan untuk meminta maaf - bukan karena substansi sikap ganjar pranowo - tetapi lebih karena kebenaran didunia ini tidaklah absolut,positive
"Bulan apa"" ya yakali bangsa penjajah mau menginjakkan kaki di tanah kita Yang secara UUD aja melarang keras penjajahan",negative
Bukan ngoceh mas,negative
Loh kan kegagalan event pildun juga karena efek dari Kanjuruhan kemariy,positive
Sudah Baca Tempo Kalau dilihat pemberitaan di majalah tempo dapat di ambil kesimpulan bahwa Pak Erick mungkin tak Layak Disanjung Sebagai Hero,negative
Nggak susah untuk tidak membenci Israel asal orok jangan dijejali kebencian dan supaya mereka tidak meledakkan diri. Toh,negative
Jualan palestina doang !!,negative
Gubernur Jawa Tengah Terpenting tiket pak !!!,positive
Kedua pemimpin ini semangat dan berdedikasi untuk fokus memimpin,positive
erick thohir Semangat Maju dari PDI_Perjuangan pak... Bersama Mbak puan maharani_ri ato Mas ganjar pranowo Monggo Kalo Pak Prabowo Subianto udah ada calon...,positive
LAH KOK DIEM BAE PAK? KATANYA MENJALANKAN AMANAT BUNG KARNO,negative
indonesia tdk butuh mental kambing. republik ini butuh mental harimau,positive
"Pemandangan orde ""ter""baru jaman now",negative
Masalahnya semakin banyak ngeles ,negative
Percuma meskipun memberikan klarifikasi terkait statement atas penolakan pildunU20,negative
hahahahahaa colek ganjar pranowo usir keturunan arab di indonesia,negative
Anis untuk  indonesia  lebih baik...,positive
Purwakarta itu Jateng Wilayah Kepemimpinan pak Gubenur ganjar pranowo enggeh pak.,positive
Setauku prestasi Jateng dibawah kepemimpinan mas Ganjar,positive
Semoga majalah berita tempo selalu memberikan berita yang lebih menarik tetap semangat untuk pk ganjar,positive
Mas Gibran dan Pak Ganjar sekarang sudah memfokuskan untuk mensejahterakan dan memajukan Jateng,positive
Mengamankan 2024,positive
Arya Sinulingga menuding penyebab kegagalan piala dunia adalah Koster. Nyatanya Tempo mengungkap bahwa justru PSSI yang berpegang pada konstitusi melobi FIFA agar ada syarat khusus dalam pertandingan Israel. setelah dicapai kesepakatan,positive
Telatttt blunder nya udah kelamaan,negative
Prestasi ? Emang ada ? Tunjukkan saja,negative
Gambarnya kurang 1: GP pakai syal dan baca koran itu!,negative
Mampusssss,negative
Capres RI sowan ke capres Palestina,negative
"""Kebijaksanaan itu penerapannya kaya akan ilmu pengetahuan, yg diaplikasikan dlm perbuatan. Seimbang antara perasaan, perkataan, dan perbuatan.""  Menyebutkan ciri2 Pak Anies. No debat!",positive
gimana nih pak ?!!! yang ini kok diem baeee....,negative
Wis..mulai.. mepet mepet.,positive
masih ada aja yg nyerang pak ganjar dengan bawa2 fifa. bro lihat pssi sndiri apakah dia bersih dr politik?,positive
Nenek itu perangainya tidak bagus pak ganjar .njenengan tidak lihat sejarah dengan gusdur ,negative
mimpi masih banyak jalan. bisa ikut kualifikasi. emg sepak bola kita aja yg masih lemah. pssi aja masih jd panggung sandiwara,negative
